Store,Dept,Date,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Size,IsHoliday,Month,Week,Year,Day,DayOfWeek,Weekly_Sales_Rolling4,Sales_vs_StoreMean,Type_B,Type_C
1,3,2012-03-02,11387.31,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,151315,0,3,9,2012,2,4,11129.085,0.6113554709777921,False,False
1,3,2012-03-09,11925.71,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,151315,0,3,10,2012,9,4,11013.3,0.6402607862431571,False,False
1,3,2012-03-16,8845.73,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,151315,0,3,11,2012,16,4,10665.2875,0.4749045586966882,False,False
1,3,2012-03-23,7910.22,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,151315,0,3,12,2012,23,4,10017.2425,0.4246794259256972,False,False
1,3,2012-03-30,9129.23,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,151315,0,3,13,2012,30,4,9452.7225,0.4901249466568126,False,False
1,3,2012-04-06,9335.24,70.43,3.891,10121.97,0.0,77.98,3750.59,4510.72,221.4356112,7.143,151315,0,4,14,2012,6,4,8805.105,0.5011850952411697,False,False
1,3,2012-04-13,7927.73,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,151315,0,4,15,2012,13,4,8575.605,0.4256194929210474,False,False
1,3,2012-04-20,8647.36,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,151315,0,4,16,2012,20,4,8759.89,0.4642545821194401,False,False
1,3,2012-04-27,8635.62,67.23,3.814,3221.25,0.0,35.49,577.14,6222.25,221.6179368,7.143,151315,0,4,17,2012,27,4,8636.4875,0.4636242916268409,False,False
1,3,2012-05-04,10655.35,75.55,3.749,21290.13,0.0,69.89,4977.35,3261.04,221.6718,7.143,151315,0,5,18,2012,4,4,8966.515000000001,0.5720584156998639,False,False
1,3,2012-05-11,10342.72,73.77,3.688,8351.4,0.0,10.52,2443.14,3127.88,221.7256632,7.143,151315,0,5,19,2012,11,4,9570.2625,0.5552741127440485,False,False
1,3,2012-05-18,8609.82,70.33,3.63,6154.14,0.0,45.11,1675.49,5508.18,221.742674,7.143,151315,0,5,20,2012,18,4,9560.8775,0.4622391557913163,False,False
1,3,2012-05-25,8345.33,77.22,3.561,4039.39,0.0,745.19,1429.96,3631.13,221.744944,7.143,151315,0,5,21,2012,25,4,9488.305,0.4480393659797703,False,False
1,3,2012-06-01,7175.77,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,151315,0,6,22,2012,1,4,8618.41,0.3852486889334102,False,False
1,3,2012-06-08,8614.64,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,151315,0,6,23,2012,8,4,8186.389999999999,0.4624979292303561,False,False
1,3,2012-06-15,8016.26,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,151315,0,6,24,2012,15,4,8038.0,0.4303724415845741,False,False
1,3,2012-06-22,7301.41,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,151315,0,6,25,2012,22,4,7777.019999999999,0.3919939783278018,False,False
1,3,2012-06-29,7577.59,84.88,3.286,3965.73,161.6,0.0,435.99,4212.97,221.8434,7.143,151315,0,6,26,2012,29,4,7877.474999999999,0.4068213742601728,False,False
1,3,2012-07-06,8473.71,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,151315,0,7,27,2012,6,4,7842.2425,0.454931758947392,False,False
1,3,2012-07-13,13126.15,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,151315,0,7,28,2012,13,4,9119.715,0.7047093312973078,False,False
1,3,2012-07-20,20126.95,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,151315,0,7,29,2012,20,4,12326.1,1.0805643296438294,False,False
1,3,2012-07-27,22716.7,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,151315,0,7,30,2012,27,4,16110.8775,1.2196013656922673,False,False
1,3,2012-08-03,30331.69,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,151315,0,8,31,2012,3,4,21575.3725,1.6284306500395958,False,False
1,3,2012-08-10,28257.3,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,151315,0,8,32,2012,10,4,25358.16,1.517061970742938,False,False
1,3,2012-08-17,31905.97,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,151315,0,8,33,2012,17,4,28302.915,1.7129497059756262,False,False
1,3,2012-08-24,43712.78,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,151315,0,8,34,2012,24,4,33551.935,2.3468270561395634,False,False
1,3,2012-08-31,50701.3,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,151315,0,8,35,2012,31,4,38644.3375,2.722022772778324,False,False
1,3,2012-09-07,18368.51,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,151315,1,9,36,2012,7,4,36172.14,0.9861581955887988,False,False
1,3,2012-09-14,14288.22,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,151315,0,9,37,2012,14,4,31767.7025,0.7670978894518818,False,False
1,3,2012-09-21,13403.63,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,151315,0,9,38,2012,21,4,24190.415,0.7196065208958098,False,False
1,3,2012-09-28,13085.95,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,151315,0,9,39,2012,28,4,14786.577499999998,0.7025510963907929,False,False
1,3,2012-10-05,11676.98,68.55,3.617,8077.89,0.0,18.22,3617.43,3626.14,223.1814772,6.573,151315,0,10,40,2012,5,4,13113.694999999996,0.6269071104148617,False,False
1,3,2012-10-12,10487.17,62.99,3.601,2086.18,0.0,8.11,602.36,5926.45,223.3812965,6.573,151315,0,10,41,2012,12,4,12163.4325,0.5630292627999214,False,False
1,3,2012-10-19,8548.87,67.97,3.594,950.33,0.0,4.93,80.25,2312.85,223.4257233,6.573,151315,0,10,42,2012,19,4,10949.742499999997,0.4589669065984783,False,False
1,3,2012-10-26,9350.9,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,151315,0,10,43,2012,26,4,10015.979999999998,0.5020258404808718,False,False
1,4,2010-02-05,39954.04,42.31,2.572,0.0,0.0,0.0,0.0,0.0,211.0963582,8.106,151315,0,2,5,2010,5,4,,2.1450299448829924,False,False
1,4,2010-02-12,35351.21,38.51,2.548,0.0,0.0,0.0,0.0,0.0,211.2421698,8.106,151315,1,2,6,2010,12,4,,1.8979158062075092,False,False
1,4,2010-02-19,36826.95,39.93,2.514,0.0,0.0,0.0,0.0,0.0,211.2891429,8.106,151315,0,2,7,2010,19,4,,1.977144502250804,False,False
1,4,2010-02-26,34660.16,46.63,2.561,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,151315,0,2,8,2010,26,4,36698.09,1.8608151039152911,False,False
1,4,2010-03-05,38086.19,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,151315,0,3,9,2010,5,4,36231.1275,2.044749868511499,False,False
1,4,2010-03-12,32668.67,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,151315,0,3,10,2010,12,4,35560.4925,1.7538971130203769,False,False
1,4,2010-03-19,34118.11,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.215635,8.106,151315,0,3,11,2010,19,4,34883.2825,1.8317138295104043,False,False
1,4,2010-03-26,33872.07,51.45,2.732,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,151315,0,3,12,2010,26,4,34686.26,1.8185045728835647,False,False
1,4,2010-04-02,37809.49,62.27,2.719,0.0,0.0,0.0,0.0,0.0,210.8204499,7.808,151315,0,4,13,2010,2,4,34617.085,2.0298945551126755,False,False
1,4,2010-04-09,36174.43,65.86,2.77,0.0,0.0,0.0,0.0,0.0,210.6228574,7.808,151315,0,4,14,2010,9,4,35493.525,1.94211237684784,False,False
1,4,2010-04-16,34740.19,66.32,2.808,0.0,0.0,0.0,0.0,0.0,210.4887,7.808,151315,0,4,15,2010,16,4,35649.045,1.865111709377192,False,False
1,4,2010-04-23,33806.71,64.84,2.795,0.0,0.0,0.0,0.0,0.0,210.4391228,7.808,151315,0,4,16,2010,23,4,35632.705,1.814995562100236,False,False
1,4,2010-04-30,33437.8,67.41,2.78,0.0,0.0,0.0,0.0,0.0,210.3895456,7.808,151315,0,4,17,2010,30,4,34539.7825,1.7951897302752997,False,False
1,4,2010-05-07,37168.34,72.55,2.835,0.0,0.0,0.0,0.0,0.0,210.3399684,7.808,151315,0,5,18,2010,7,4,34788.26,1.9954728558511807,False,False
1,4,2010-05-14,33657.7,74.78,2.854,0.0,0.0,0.0,0.0,0.0,210.3374261,7.808,151315,0,5,19,2010,14,4,34517.6375,1.8069955973385488,False,False
1,4,2010-05-21,35571.47,76.44,2.826,0.0,0.0,0.0,0.0,0.0,210.6170934,7.808,151315,0,5,20,2010,21,4,34958.8275,1.9097410007475344,False,False
1,4,2010-05-28,36380.36,80.44,2.759,0.0,0.0,0.0,0.0,0.0,210.8967606,7.808,151315,0,5,21,2010,28,4,35694.4675,1.953168230437358,False,False
1,4,2010-06-04,40548.19,80.69,2.705,0.0,0.0,0.0,0.0,0.0,211.1764278,7.808,151315,0,6,22,2010,4,4,36539.43,2.176928334676671,False,False
1,4,2010-06-11,36579.96,80.43,2.668,0.0,0.0,0.0,0.0,0.0,211.4560951,7.808,151315,0,6,23,2010,11,4,37269.995,1.9638842425602527,False,False
1,4,2010-06-18,35059.52,84.11,2.637,0.0,0.0,0.0,0.0,0.0,211.4537719,7.808,151315,0,6,24,2010,18,4,37142.0075,1.8822557181507595,False,False
1,4,2010-06-25,34454.69,84.34,2.653,0.0,0.0,0.0,0.0,0.0,211.3386526,7.808,151315,0,6,25,2010,25,4,36660.59,1.8497839465460963,False,False
1,4,2010-07-02,39773.71,80.91,2.669,0.0,0.0,0.0,0.0,0.0,211.2235333,7.787,151315,0,7,26,2010,2,4,36466.97,2.1353484896419017,False,False
1,4,2010-07-09,39781.45,80.48,2.642,0.0,0.0,0.0,0.0,0.0,211.108414,7.787,151315,0,7,27,2010,9,4,37267.3425,2.1357640303925587,False,False
1,4,2010-07-16,35234.66,83.15,2.623,0.0,0.0,0.0,0.0,0.0,211.1003854,7.787,151315,0,7,28,2010,16,4,37311.1275,1.8916585356016808,False,False
1,4,2010-07-23,36624.71,83.36,2.608,0.0,0.0,0.0,0.0,0.0,211.2351443,7.787,151315,0,7,29,2010,23,4,37853.6325,1.966286755298227,False,False
1,4,2010-07-30,36419.68,81.84,2.64,0.0,0.0,0.0,0.0,0.0,211.3699032,7.787,151315,0,7,30,2010,30,4,37015.125,1.9552792204006455,False,False
1,4,2010-08-06,40973.88,87.16,2.627,0.0,0.0,0.0,0.0,0.0,211.5046621,7.787,151315,0,8,31,2010,6,4,37313.2325,2.199782539088471,False,False
1,4,2010-08-13,36461.66,87.0,2.692,0.0,0.0,0.0,0.0,0.0,211.6394211,7.787,151315,0,8,32,2010,13,4,37619.9825,1.957533018942325,False,False
1,4,2010-08-20,39706.1,86.65,2.664,0.0,0.0,0.0,0.0,0.0,211.6033633,7.787,151315,0,8,33,2010,20,4,38390.33,2.13171868212873,False,False
1,4,2010-08-27,36404.6,85.22,2.619,0.0,0.0,0.0,0.0,0.0,211.5673056,7.787,151315,0,8,34,2010,27,4,38386.56,1.9544696138735247,False,False
1,4,2010-09-03,38321.88,81.21,2.577,0.0,0.0,0.0,0.0,0.0,211.5312479,7.787,151315,0,9,35,2010,3,4,37723.56,2.057403460181064,False,False
1,4,2010-09-10,36603.78,78.69,2.565,0.0,0.0,0.0,0.0,0.0,211.4951902,7.787,151315,1,9,36,2010,10,4,37759.09,1.9651630772735167,False,False
1,4,2010-09-17,33999.01,82.11,2.582,0.0,0.0,0.0,0.0,0.0,211.5224596,7.787,151315,0,9,37,2010,17,4,36332.3175,1.8253196559440876,False,False
1,4,2010-09-24,32497.43,80.94,2.624,0.0,0.0,0.0,0.0,0.0,211.5972246,7.787,151315,0,9,38,2010,24,4,35355.525,1.744703676567849,False,False
1,4,2010-10-01,34912.45,71.89,2.603,0.0,0.0,0.0,0.0,0.0,211.6719895,7.838,151315,0,10,39,2010,1,4,34503.1675,1.8743599070139143,False,False
1,4,2010-10-08,35772.82,63.93,2.633,0.0,0.0,0.0,0.0,0.0,211.7467544,7.838,151315,0,10,40,2010,8,4,34295.4275,1.920550965882529,False,False
1,4,2010-10-15,34693.27,67.18,2.72,0.0,0.0,0.0,0.0,0.0,211.8137436,7.838,151315,0,10,41,2010,15,4,34468.9925,1.862592694904214,False,False
1,4,2010-10-22,32902.26,69.86,2.725,0.0,0.0,0.0,0.0,0.0,211.8612937,7.838,151315,0,10,42,2010,22,4,34570.2,1.7664379610754228,False,False
1,4,2010-10-29,35202.44,69.64,2.716,0.0,0.0,0.0,0.0,0.0,211.9088438,7.838,151315,0,10,43,2010,29,4,34642.697499999995,1.88992872643034,False,False
1,4,2010-11-05,37980.55,58.74,2.689,0.0,0.0,0.0,0.0,0.0,211.9563939,7.838,151315,0,11,44,2010,5,4,35194.630000000005,2.0390783278268163,False,False
1,4,2010-11-12,35008.03,59.61,2.728,0.0,0.0,0.0,0.0,0.0,212.003944,7.838,151315,0,11,45,2010,12,4,35273.32000000001,1.8794913520976133,False,False
1,4,2010-11-19,37078.61,51.41,2.771,0.0,0.0,0.0,0.0,0.0,211.8896737,7.838,151315,0,11,46,2010,19,4,36317.4075,1.990655482265072,False,False
1,4,2010-11-26,46201.27,64.52,2.735,0.0,0.0,0.0,0.0,0.0,211.7484333,7.838,151315,1,11,47,2010,26,4,39067.115,2.480427702470745,False,False
1,4,2010-12-03,37110.55,49.27,2.708,0.0,0.0,0.0,0.0,0.0,211.607193,7.838,151315,0,12,48,2010,3,4,38849.615,1.9923702589544767,False,False
1,4,2010-12-10,36364.31,46.33,2.843,0.0,0.0,0.0,0.0,0.0,211.4659526,7.838,151315,0,12,49,2010,10,4,39188.685,1.9523065470978165,False,False
1,4,2010-12-17,39154.41,49.84,2.869,0.0,0.0,0.0,0.0,0.0,211.4053124,7.838,151315,0,12,50,2010,17,4,39707.635,2.102099860845764,False,False
1,4,2010-12-24,47893.23,52.33,2.886,0.0,0.0,0.0,0.0,0.0,211.4051222,7.838,151315,0,12,51,2010,24,4,40130.625,2.571264695814703,False,False
1,4,2010-12-31,36913.8,48.43,2.943,0.0,0.0,0.0,0.0,0.0,211.4049321,7.838,151315,1,12,52,2010,31,4,40081.4375,1.9818072560227156,False,False
1,4,2011-01-07,37947.8,48.27,2.976,0.0,0.0,0.0,0.0,0.0,211.4047419,7.742,151315,0,1,1,2011,7,4,40477.31,2.037320064314668,False,False
1,4,2011-01-14,34393.95,35.4,2.983,0.0,0.0,0.0,0.0,0.0,211.4574109,7.742,151315,0,1,2,2011,14,4,39287.195,1.8465229717147096,False,False
1,4,2011-01-21,33735.58,44.04,3.016,0.0,0.0,0.0,0.0,0.0,211.8272343,7.742,151315,0,1,3,2011,21,4,35747.7825,1.811176774814156,False,False
1,4,2011-01-28,32905.88,43.83,3.01,0.0,0.0,0.0,0.0,0.0,212.1970577,7.742,151315,0,1,4,2011,28,4,34745.8025,1.76663230959188,False,False
1,4,2011-02-04,35870.49,42.27,2.989,0.0,0.0,0.0,0.0,0.0,212.5668812,7.742,151315,0,2,5,2011,4,4,34226.475,1.9257946177063927,False,False
1,4,2011-02-11,37373.33,36.39,3.022,0.0,0.0,0.0,0.0,0.0,212.9367046,7.742,151315,1,2,6,2011,11,4,34971.32,2.006478243251343,False,False
1,4,2011-02-18,36479.25,57.36,3.045,0.0,0.0,0.0,0.0,0.0,213.2478853,7.742,151315,0,2,7,2011,18,4,35657.2375,1.9584773809325136,False,False
1,4,2011-02-25,33677.18,62.9,3.065,0.0,0.0,0.0,0.0,0.0,213.535609,7.742,151315,0,2,8,2011,25,4,35850.0625,1.8080414285818056,False,False
1,4,2011-03-04,37943.96,59.58,3.288,0.0,0.0,0.0,0.0,0.0,213.8233327,7.742,151315,0,3,9,2011,4,4,36368.43,2.037113904562404,False,False
1,4,2011-03-11,35229.12,53.56,3.459,0.0,0.0,0.0,0.0,0.0,214.1110564,7.742,151315,0,3,10,2011,11,4,35832.3775,1.8913611072090917,False,False
1,4,2011-03-18,34863.03,62.76,3.488,0.0,0.0,0.0,0.0,0.0,214.3627114,7.742,151315,0,3,11,2011,18,4,35428.3225,1.871706673952224,False,False
1,4,2011-03-25,34813.12,69.97,3.473,0.0,0.0,0.0,0.0,0.0,214.5999389,7.742,151315,0,3,12,2011,25,4,35712.3075,1.8690271340471447,False,False
1,4,2011-04-01,34451.9,59.17,3.524,0.0,0.0,0.0,0.0,0.0,214.8371664,7.682,151315,0,4,13,2011,1,4,34839.2925,1.849634158601092,False,False
1,4,2011-04-08,36514.43,67.84,3.622,0.0,0.0,0.0,0.0,0.0,215.0743939,7.682,151315,0,4,14,2011,8,4,35160.62,1.960366104912892,False,False
1,4,2011-04-15,33466.89,71.27,3.743,0.0,0.0,0.0,0.0,0.0,215.2918561,7.682,151315,0,4,15,2011,15,4,34811.58500000001,1.796751497773571,False,False
1,4,2011-04-22,35132.7,72.99,3.807,0.0,0.0,0.0,0.0,0.0,215.4599053,7.682,151315,0,4,16,2011,22,4,34891.48,1.8861845646795845,False,False
1,4,2011-04-29,34528.56,72.03,3.81,0.0,0.0,0.0,0.0,0.0,215.6279544,7.682,151315,0,4,17,2011,29,4,34910.645000000004,1.853749837405406,False,False
1,4,2011-05-06,37827.69,64.61,3.906,0.0,0.0,0.0,0.0,0.0,215.7960035,7.682,151315,0,5,18,2011,6,4,35238.96,2.030871666438511,False,False
1,4,2011-05-13,33471.81,75.64,3.899,0.0,0.0,0.0,0.0,0.0,215.9640526,7.682,151315,0,5,19,2011,13,4,35240.19,1.7970156399561592,False,False
1,4,2011-05-20,34137.41,67.63,3.907,0.0,0.0,0.0,0.0,0.0,215.7339202,7.682,151315,0,5,20,2011,20,4,34991.3675,1.8327499970152732,False,False
1,4,2011-05-27,36790.72,77.72,3.786,0.0,0.0,0.0,0.0,0.0,215.5037878,7.682,151315,0,5,21,2011,27,4,35556.9075,1.9751994064631664,False,False
1,4,2011-06-03,42508.02,83.0,3.699,0.0,0.0,0.0,0.0,0.0,215.2736553,7.682,151315,0,6,22,2011,3,4,36726.99,2.2821465813641155,False,False
1,4,2011-06-10,35376.06,83.13,3.648,0.0,0.0,0.0,0.0,0.0,215.0435229,7.682,151315,0,6,23,2011,10,4,37203.0525,1.899249938979323,False,False
1,4,2011-06-17,35523.17,86.41,3.637,0.0,0.0,0.0,0.0,0.0,214.9980596,7.682,151315,0,6,24,2011,17,4,37549.4925,1.9071478976135872,False,False
1,4,2011-06-24,35062.02,83.58,3.594,0.0,0.0,0.0,0.0,0.0,215.0910982,7.682,151315,0,6,25,2011,24,4,37117.3175,1.8823899367394727,False,False
1,4,2011-07-01,36451.71,85.55,3.524,0.0,0.0,0.0,0.0,0.0,215.1841368,7.962,151315,0,7,26,2011,1,4,35603.24,1.9569988289592448,False,False
1,4,2011-07-08,39149.99,85.83,3.48,0.0,0.0,0.0,0.0,0.0,215.2771754,7.962,151315,0,7,27,2011,8,4,36546.7225,2.101862562380918,False,False
1,4,2011-07-15,33930.8,88.54,3.575,0.0,0.0,0.0,0.0,0.0,215.3611087,7.962,151315,0,7,28,2011,15,4,36148.63,1.821657635969625,False,False
1,4,2011-07-22,34630.02,85.77,3.651,0.0,0.0,0.0,0.0,0.0,215.4222784,7.962,151315,0,7,29,2011,22,4,36040.63,1.8591969646097597,False,False
1,4,2011-07-29,35555.5,86.83,3.682,0.0,0.0,0.0,0.0,0.0,215.4834482,7.962,151315,0,7,30,2011,29,4,35816.5775,1.908883612402832,False,False
1,4,2011-08-05,39339.09,91.65,3.684,0.0,0.0,0.0,0.0,0.0,215.544618,7.962,151315,0,8,31,2011,5,4,35863.8525,2.112014856431216,False,False
1,4,2011-08-12,37449.94,90.76,3.638,0.0,0.0,0.0,0.0,0.0,215.6057878,7.962,151315,0,8,32,2011,12,4,36743.6375,2.010591237683883,False,False
1,4,2011-08-19,39148.87,89.94,3.554,0.0,0.0,0.0,0.0,0.0,215.6693107,7.962,151315,0,8,33,2011,19,4,37873.350000000006,2.1018024324531748,False,False
1,4,2011-08-26,37495.2,87.96,3.523,0.0,0.0,0.0,0.0,0.0,215.7332258,7.962,151315,0,8,34,2011,26,4,38358.275,2.013021131013954,False,False
1,4,2011-09-02,36589.07,87.83,3.533,0.0,0.0,0.0,0.0,0.0,215.7971409,7.962,151315,0,9,35,2011,2,4,37670.77,1.9643733350975257,False,False
1,4,2011-09-09,35105.96,76.0,3.546,0.0,0.0,0.0,0.0,0.0,215.861056,7.962,151315,1,9,36,2011,9,4,37084.775,1.884748962654704,False,False
1,4,2011-09-16,34108.12,79.94,3.526,0.0,0.0,0.0,0.0,0.0,216.0410526,7.962,151315,0,9,37,2011,16,4,35824.5875,1.8311774920299049,False,False
1,4,2011-09-23,32655.07,75.8,3.467,0.0,0.0,0.0,0.0,0.0,216.3758246,7.962,151315,0,9,38,2011,23,4,34614.555,1.753166963897775,False,False
1,4,2011-09-30,32830.81,79.69,3.355,0.0,0.0,0.0,0.0,0.0,216.7105965,7.962,151315,0,9,39,2011,30,4,33674.99,1.7626019938099873,False,False
1,4,2011-10-07,37397.63,69.31,3.285,0.0,0.0,0.0,0.0,0.0,217.0453684,7.866,151315,0,10,40,2011,7,4,34247.9075,2.007782847933639,False,False
1,4,2011-10-14,35000.3,71.74,3.274,0.0,0.0,0.0,0.0,0.0,217.3552733,7.866,151315,0,10,41,2011,14,4,34470.9525,1.8790763482213115,False,False
1,4,2011-10-21,33954.55,63.71,3.353,0.0,0.0,0.0,0.0,0.0,217.5159762,7.866,151315,0,10,42,2011,21,4,34795.8225,1.8229327125624044,False,False
1,4,2011-10-28,34247.26,66.57,3.372,0.0,0.0,0.0,0.0,0.0,217.6766791,7.866,151315,0,10,43,2011,28,4,35149.935,1.8386475618033495,False,False
1,4,2011-11-04,39354.84,54.98,3.332,0.0,0.0,0.0,0.0,0.0,217.837382,7.866,151315,0,11,44,2011,4,4,35639.2375,2.112860433540112,False,False
1,4,2011-11-11,36826.52,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,151315,0,11,45,2011,11,4,36095.7925,1.977121416653545,False,False
1,4,2011-11-18,37656.58,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,151315,0,11,46,2011,18,4,37021.3,2.021685209352596,False,False
1,4,2011-11-25,46564.14,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,151315,1,11,47,2011,25,4,40100.52,2.4999092621853496,False,False
1,4,2011-12-02,38489.63,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,151315,0,12,48,2011,2,4,39884.2175,2.066409527483748,False,False
1,4,2011-12-09,38729.31,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,151315,0,12,49,2011,9,4,40359.915,2.0792773320209,False,False
1,4,2011-12-16,38266.47,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,151315,0,12,50,2011,16,4,40512.3875,2.0544286393808155,False,False
1,4,2011-12-23,47785.93,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,151315,0,12,51,2011,23,4,40817.835,2.5655040339871142,False,False
1,4,2011-12-30,37371.22,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,151315,1,12,52,2011,30,4,40538.2325,2.0063649627624685,False,False
1,4,2012-01-06,40925.76,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,151315,0,1,1,2012,6,4,41087.345,2.197199099692912,False,False
1,4,2012-01-13,36582.36,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,151315,0,1,2,2012,13,4,40666.317500000005,1.9640130924054184,False,False
1,4,2012-01-20,33780.2,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,151315,0,1,3,2012,20,4,37164.885,1.8135723081855164,False,False
1,4,2012-01-27,33613.91,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,151315,0,1,4,2012,27,4,36225.5575,1.8046446245386416,False,False
1,4,2012-02-03,40274.83,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,151315,0,2,5,2012,3,4,36062.825,2.162252337312369,False,False
1,4,2012-02-10,39305.13,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,151315,1,2,6,2012,10,4,36743.5175,2.1101916311221305,False,False
1,4,2012-02-17,36550.46,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,151315,0,2,7,2012,17,4,37436.0825,1.9623004632134329,False,False
1,4,2012-02-24,34953.85,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,151315,0,2,8,2012,24,4,37771.0675,1.876582566843012,False,False
1,4,2012-03-02,38459.98,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,151315,0,3,9,2012,2,4,37317.355,2.064817695021605,False,False
1,4,2012-03-09,38934.77,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,151315,0,3,10,2012,9,4,37224.765,2.09030795251574,False,False
1,4,2012-03-16,38125.32,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,151315,0,3,11,2012,16,4,37618.48,2.0468506578620445,False,False
1,4,2012-03-23,36586.52,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,151315,0,3,12,2012,23,4,38026.6475,1.9642364321370376,False,False
1,4,2012-03-30,37718.51,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,151315,0,3,13,2012,30,4,37841.28,2.02501007223221,False,False
1,4,2012-04-06,42060.21,70.43,3.891,10121.97,0.0,77.98,3750.59,4510.72,221.4356112,7.143,151315,0,4,14,2012,6,4,38622.64,2.2581048108793773,False,False
1,4,2012-04-13,37449.26,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,151315,0,4,15,2012,13,4,38453.625,2.010554730227753,False,False
1,4,2012-04-20,36350.03,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,151315,0,4,16,2012,20,4,38394.5025,1.9515398905190844,False,False
1,4,2012-04-27,36894.54,67.23,3.814,3221.25,0.0,35.49,577.14,6222.25,221.6179368,7.143,151315,0,4,17,2012,27,4,38188.51,1.9807732360152652,False,False
1,4,2012-05-04,41897.55,75.55,3.749,21290.13,0.0,69.89,4977.35,3261.04,221.6718,7.143,151315,0,5,18,2012,4,4,38147.845,2.2493720126233145,False,False
1,4,2012-05-11,35840.06,73.77,3.688,8351.4,0.0,10.52,2443.14,3127.88,221.7256632,7.143,151315,0,5,19,2012,11,4,37745.545,1.9241609090445704,False,False
1,4,2012-05-18,34536.29,70.33,3.63,6154.14,0.0,45.11,1675.49,5508.18,221.742674,7.143,151315,0,5,20,2012,18,4,37292.11,1.8541648412817089,False,False
